ID	EN
3231323331313935	Set up a reminder for December 15th that Alex said he would take me out to pick up a puppy.
39353434303934	what is the current entertainment news
3132363035393034	Play the number one song on the Billboard charts
3138383936363734	What temperature is fish cooked?
3231323735363534	Send a message to my client letting her know i am running late
39353232303534	Set a timer for 37 minutes
3231333532363030	Who among my family is online?
3138393835393737	Could I have the address information for Terry's current residence?
39343531343333	What are the ingredients in Beef Stew
3231353538383230	Tell me about weather for Monday afternoon
3138383936343937	How much tuna is used in sushi?
3134313538383932	Will it be above 84 F in Houston next week
39353034313734	restart my timer in 3 mins
3135323939383131	read me the recent news headlines for US
3231373330363233	make a WhatsApp call to Jonathan
39353537313137	How long does my timer have left
3232333636313234	call Christopher Thomas through whatsapp
3138383934363839	How do I make the perfect hard boiled egg
39353731363835	Set an alarm  for tuesday 3am
3138383932303737	How can i bake potatoes
39343531383735	Find me a recipe on easy shrimp tacos
3132383135363433	How hot will it get this summer
39353030393939	How hot will it be this afternoon?
3139343332393938	What profession was Steve Jobs in?
3232323731363736	please set amazon music as my default
3231373530383334	Who's going to Po' Boy Pop-Up?
3231323337303331	Remind me to return my library books on Friday
3139393839363636	What can I see in Tampa next weekend
39343730303338	who is playing drums in this track?
39343537383635	How much sauce should I use
3135333031363131	show me headlines from AP
3135323934323436	Please read top 5 world news articles from todays date
3135323937303830	Give me the details on the recent issues with north korea
3231353533353331	Make alarms for 7:30am and 5:30pm tomorrow
3134313539393137	Will it be around 0 degree celcius inside this weekend
3232313136343336	Update timer to 15 minutes
3138393835323130	I want Sarah's work address.
3231363030383238	Set monthly alert to change pool filter
39353037343738	Set my alarm for 9 am
3231363332313733	reset my alarm
3231363337393831	is it really hot today?
39353235373636	put 10 more minutes on the timer
3232353735303134	i would like to message Bernie that Facebook message
3231323836323935	Contact Kylie and ask her if she has the details of the poetry slam on June 30.
3139393831373532	is there any comedy shows this weekend
39343839393638	Play the most recent song by Ed Sheeran
3232353832313733	display texts from my niece Landon
3231313436383531	I need to switch cars with Matthew on Friday at 8PM. Can you remind me.
3231353939353832	Could you create alarms for Friday at 7 and 8 am, please?
39353431343532	lastest north korea news
3232323232333830	Share Paws to Party with Kira
3231323239343139	Remind Camryn to leave at 5; alert her 20 minutes before.
3231323735333932	Ask Lydia if she remembers the 'banana incident'
3231343937303436	Ring Trish
3232333730343135	call up Elaina Baxter's father
39353034323233	Any News update for today?
39353336343639	is there news today regarding the repeal of the obamacare law?
39353030333037	play the soundtrack to Purple Rain
39353038353733	hows the weather in Dallas next Monday
3231363336383737	Enough already
39343637343238	Who is performing this song?
39343938333131	Set an alarm for 9 am tomorrow
3231353336343630	remove my wife from the conversation
3231303134353130	Who is that calling now?
3231363334393630	make an alarm for 4pm weekly
3231323737333337	Read me the message form 6am this morning.
39353037353936	Golf News headlines?
3231333432393733	Please hang up the call
3232353734353037	Has Lauren sent me anything on Messenger
3231363337313130	Please set alarm for tomorrow afternoon
3231323430353234	cancel the reminder of my mom's birthday
3232343532383336	mark me as maybe for the third event
39343538393836	How many tablespoons of sugar are added to a pancake mix
3132363038313036	Please close Spotify playlist
3231343631353834	Display Yolanda Tarsis PhD nieces birthdays on the screen
3231323232313532	make my cell phone reminder reoccurring
3231353138343230	call Cleta Reaver facetime
3231353937383536	Dress high boots today.
3138393736303039	who is friend with Anne
3231333439353631	end talk
39353736323834	Skip track now
39343531303933	how do you make a flan
39353734333533	Start a timer now
39343933323437	What's the weather like in San Jose in February
39343631383931	what ingredients are in smores
3135323935353439	who won the election
3231353334333631	play TLC on iheartradio
3139393838373936	weekend events in upstate NY
3231353538303338	I want to know weather at noon
3231363037333430	call Cecily U
3231313536383334	Remind me to tell Joe about my conversation
3135323930333933	Whats the most recent news
3138383937383330	How to make baked mac n cheese
3139393831343434	Events in Napa on Sunday
3231323236393037	Set a reminder to call the plumber tomorrow morning at 8am
3231323338383435	remind me about my date on Friday night
39353539393535	Will it cool of tomorrow?
3232323232313137	RSVP no to Bon Iver at the Gorge Amphitheater
3231353538373237	What kind of weather can I expect on Halloween, in Edinburgh?
3135323937323037	When do the CBS news come on tomorrow
39343739393130	tell me news
39353737373735	What is the latest news about the President Of The United States
3231323234303137	Delete any reminders i have next weekend.
3231323332323030	Set reminder for 5pm.
3231323838313130	send a message to dad that I am at gas station near utopia exit 25
39353137323037	Did they identify the driver in Charlottesville?
3232333437383232	put 11 minutes more on the Pumpkin seeds timer
3132363233383433	How many calories are in a slice of mozzarella cheese
39343836313031	what was the number one song last week
3231373330313434	call Sydney Roth instead
3132353932323335	play the hits from last summer
39353831303538	whats the weather at the beach
3231333534303233	terminate call
3231323232373736	Move the reminder for Saturday to Sunday.
3231373530333230	Recommend me some festivals for Friday in Aberdeen
3231363037383431	give me a new alarm for 2105h
3231363333333031	Make an alarm at 7 AM and PM tomorrow.
3231333533383436	not right now please
3232313332333937	call Camila and Kai
3231323337383833	Remind me to take out the trash tonight at 10
3232323831333937	play led zepplin
39353630363235	play my Kendrick Lamar playlist with Pandora
3231353538333936	How hot is it in celcius?
3139393830303637	I need something fun to do tonight
3231323236363232	Remove my reminder to return my library books on Tuesday.
39353031303237	is there a cold front coming this week
3136343035333138	did anyone get fired in the White house today
3139393930313834	music events in wilkes barre friday night
3232323831323732	Play Love Song by The Cure
39343639363032	Set the alarm to 5:30pm
3231313535373436	remind me to get cereal tomorrow
39353238323539	Do i need a jacket today
3231313532303930	Can you remind me order more printer paper from Amazon?
3231353533353738	Create alarms for Mondays at 7:15 and 7:30 in the morning.
3232353832313436	show me my video messages from my grandfather Gunner
3139393739373131	What't going on tomorrow
3231353531363037	set an alarm called get milk for 6pm
3135323931313433	Any interesting weather news
3231323338333135	Remind me to get gas tomorrow morning
3138393935343131	who is brandon
3231353936383032	Should I take my umbrella today?
39353632393030	Whats the temperature in Jamaica?
3231303233383630	ignore calls from Carly
3231333938343236	Call my wife please
3231333439343530	Who's free
3138393933363732	Is Kathy still working at Chemcraft?
3139393838343034	What is there to do in Boulder this weekend
3231333131353139	Put the call with my brother in law on hold
3231323831363338	Send Chandler a message to call me back
3138393932313837	when did bill begin working for the police
3138393833363737	Tell me who works at jeep.
39353033393339	news in Chicago
3231333431323236	Call Rob please
3231333131393132	call my stepchildren
3231363735353338	I am currently unavailable.
3232313332343634	call Escobar and Madden
3231303133373438	Start a video chat with mom
3139393739383137	Seattle concerts in June
3232313332343234	call Sawyer and Wong
3232353138323834	Create call with Jared, Jaime, Fernando, and Brooklyn on Wechat
3132353634333032	Show me Coldplay's newest album
3232333730383137	dial Rose's nana
3231313437303839	Delete the reminder for dinner on Saturday with Rob
3138393739303639	Tell me who lives in Tuscon?
3231323335383931	Set a reminder to pay the water bill
3139393736393632	what should i do this weekend
3132353837383235	change channel
3132353932383832	Time me while I run
3132363135393732	how many seconds are left
3231363733383439	Call my grandmother's mobile phone
3132383135323430	how do I make pizza
3231373233303931	I want to send a video message to my sister.
3231353538393137	How will the weather be in Blackpool tomorrow?
3139393830363831	Anything new to do tomorrow
3231333933303338	Sorry, let me repeat that. Ask Rebecca how she is.
3231333438383232	end conversation now
3231323333353531	What are my reminders for next Friday night?
39353636363635	what are my current alarms set at
3139393839393237	things to do in sanibel tonight
3231323837393732	Send a group message to my friends to see if they want to meet for a movie and dinner this weekend.
39353736363738	get us news
3232353832393832	send the rave exchange thread
3231373131313738	Call C Krause for me
3231323430353131	Remind me to buy bread today
3138393934333736	Who is Jamie that is friends with Will
3138393734383932	friends of laura
3136343034363239	who made the recent news in my town
39343734333635	I want to listen to classical music
3231323737383239	message jane saying bye
3138393834343133	Can you tell me who works at McDonald's?
3138393934393736	I want to know more about Kenzie.
3231303230353239	Start video chat
3138393933393734	Tell me who Anna is
3231363337333030	Can you please create a new alarm
3231323932323737	Send message to office cleaning lady she will not need to come in tomorrow morning.
3231323339393337	Remind me I have a doctors appointment on the 5th
3232353832383339	message Dana Thompson, Minerva and Zachary Fletcher something that says on my way
39353134353537	What is the weather in Orlando?
3231353538323934	is it going to rain in the morning?
39343531363932	easy and fast recipes for lunch
3132363036303234	Any severe weather in the forecast
3231373538373430	please call Jonathan right away
3138393933393833	Tell me about Courtney Smith Pope
3231353535323130	Make an alarm for 9pm please.
3138393831343439	People I know who went to FSU.
39353238333730	can you resume me the news for today?
39353439303433	Read me the latest news about Southwest Airlines.
3231313436343439	remind me on Thursday at 2 pm to remind my husband about the guild meeting at  7 pm
39353631363433	will it rain in hilo today?
3231323333343239	Remind me to save a hundred dollars for next weeks rent on Friday 6pm
3231323432343139	Add a reminder to transfer money to checking on the first of the month.
3231333130393236	Ignore all calls from my son in law.
3138393835303232	Who is working for CSS?
39353430353836	some old charlie daniels
3231323235313935	Delete reminder to call husband at 7pm.
39343639363330	gimme a 10 minute timer
3232353833353731	i would like to message the photography friends chat
3138393834373233	What is Casey's work address?
3231323335363133	Can you remind me to check the mail?
39353730393635	I need a timer set for 10 minutes.
3133343138383335	find me fried chicken recipe
3231353036343438	call Lia 's mom
3231323232383137	instead of remindeing on monday about applying a job can you do it on sunday
39353732343237	Set my alarm for 10 am.
39353632373539	What are today's sports headlines?
3231313437343931	I do not want to miss my flight to New York City at 12:25 p.m.; can you alert me 4 hours before?
3231363430313536	Should I take a cardigan tonight?
3231363338383839	Please tell me the weather forecast for Saturday?
39353139333936	Play playlist again, please
3139343333373538	When did Malcom X die?
3133393633343432	What day is election day in 2018
3138383931393530	I need a recipe for homemade cookie dough
3231343630393034	Which of Windsheimer stepsisters have birthdays coming up?
3231373233363838	can you video message Anna Moore Mendoza
39343837343735	What is the latest Trump news?
39353639303330	How much is it supposed to rain today?
3138383937303432	calories in veg. burger
39343837313035	How much does this song cost to buy?
3231353939343932	Move the alarm to 8pm on Saturday
39353039383437	What's the world news
3139393738393330	Things to do in San Diego tonight
3139393837353035	What parties are happening in New Jersey Friday
3231353539313335	What is the weather in Newcastle next week?
3138383937313836	open the weather in Vancover
3231353334363730	play Eric Clapton on iheartradio
3231323232323731	Add a reminder to call the girls to plan surprise birthday party for their dad.
3231313433373631	Remove the remind about gym night
3231323331383339	remind me about the oil change
3231313439323430	Remind me to change the light bulb in the kitchen today.
3231313535313333	Connor band camp starts on august 8th at 9a.m.  set a reminder on the calendar
3138393834393632	Who works at Facebook?
3232323831373832	Play all Kenny Chesney
3231323833363735	message my sister I fly in July 24th at 8PM
3231353438343739	Hold the current call from Polly.
39353039313738	What is happening in the news
3231323333383933	REMIND ME TO CALL RACHEL; SHE GETS OUT OF CLASS AT 7 P.M., SO 7:15 WOULD BE A GOOD TIME FOR ME TO CALL.
3138393931323132	Is John married yet?
3231353334353336	play Girls' Generation on iheartradio
39353531313333	Breaking news, please?
3139393835313234	What plays are going on this weekend
39353132363734	Play Ed Sheeran songs.
3135333031313132	Set an alarm for all weekday mornings at 6:30am
3231363332323736	I want to change my alarm.
39343631333535	How many calories in a slice of cake
3231303138323035	open call and dial mom
3231313433343634	Waiting until the last moment really hurt me last month; this month move the video uploads reminder up one week.
3231393531353033	I need you to update the timer
3231353535393931	Will there be any snow today?
3231313530363839	Remind me to text Megan tomorrow at 1 pm.
39343539343237	How do I cook longganisa
3132363138373731	Turn it to the rap channel on Pandora
39353332383333	How much time is left overall on my timer?
3232353833373037	Has the bay area jobs chat messaged me in the last week
39353238303831	set my timer for a 35 minute baking time
3134313539363536	Is it going to be below 74 in fahrenheit for Paris tomorrow morning
3231303932363233	play some Chinese
39343631373534	how do i make alfredo sauce
3232343330383235	I need you to keep the timer going
3138383931333032	what are the ingredients to pizza dough
3231353539363736	tell me about today's weather
3231323339313639	Remind me to cancel the doctor's appointment on Monday morning
3231353436313337	Ring me mum
3138393834363237	Does Alex live on Bemont
3231313535303139	Remind the family group chat on messenger that politics are not allowed to be discussed.
3231353939353036	Can you wake me up 15mins later today?
39343636363532	start timer at 1:00 pm
3232343531383934	set up Messenger as my default for making calls
3231373232323635	let's call Kallie Davis using WhatsApp
3232353138373636	i want to touch base with Timothy
39353431393138	What is the most current event in the news?
3231323336343334	I need to take off the reminder for milk
3231323330303136	Update event reminder for Sally's anniversary party to next week.
39343735343437	Set alarm to go off in three hours
3135323935323836	Most recent breaking news
3231323838323233	Message Debbie and tell her the date of BamBam's party is still the same night.
39353533303538	what is the latest news regarding the NFL?
3132353731343839	How is the weather effecting my area
3231353535373236	stop alarm
3231313439333538	Remind me to stop the mail on July 31.
39353234343131	Pause the song please
3231353336383735	switch it from audio call to video
3136343034393339	Timer pause
3231333439343538	is anyone available at the moment
3231363332313732	adjust my alarm to 9am
3231353436393331	Did I miss any calls yesterday from my sister?
39353636373039	What is the local weather today?
3232343430303334	ping Connor
39343838353331	Delete clean playlist
39353530343435	do we need jackets
3231373232383937	please send the following video message to Ronnie and Brian
3133323738343335	Can you cook fish on a george foreman grill
3231363331303733	All alarms after 3pm need to be deleted
3231353336343832	remove my aunt from the call
39343631323836	Can you bake a potato in a microwave
3133343139323732	Serving size of espresso cheesecake brownie
3138383931333238	How long do you cook a meatloaf
3231323234383935	Get all our reminders for the next week shopping
3231353938383034	Turn off the alarm I have set
3231303335323933	show me articles on Russians
39353038323330	Set an alarm for Wednesday the 15th at 12 pm
39343537373735	How many tablespoons of sugar should i put
3231363430323138	Will I need to put sunscreen on today?
3232313536353831	call Dominic Lutz WhatsApp
3135343634313239	Is it going to be cold on christmas?
39343738373138	Subtract 15 minutes from my timer
3138393830353830	Do I know someone who graduated from Cairo university ?
3232353734343535	can you send Paul a Messenger video message
3231323831333833	Message Dave asking if he found my bluetooth in the store
39353439303437	reset alarm to six forty five
3138383935333739	Timer time
3231363336393330	Shut down this alarm
39353036383130	hottest time today
3232323831363837	play kendrick lamar
3232343333313739	set up a timer to last for three hours
3231363335393632	How about setting the alarm for 3pm this afternoon.
39353132313432	weather Elizabeth, NJ now
39343935363533	skip the song that is currently play
39353439333734	Fox News headlines.
3231323735353231	Send a message to Tom and Dave and say that the meeting is postponed until tomorrow afternoon.
3231353533323435	On Friday create an alarm for 11am and then 11pm.
3135323935353130	show me the most recent news
3231393531343937	please update those timers
3231363335323037	Create alarm for the 19th
3231363031383932	Initiate a 7am alarm
39353235333030	Reset timer for my workout
3231373233323131	If you will, send a video message to my dad.
3135323931343735	When is the primary election
3132363233303931	What's in deviled eggs?
39353631383534	What is the forecast this week for Estero, FL?
3231353436353037	Connect me to Mam by video call
3232333437373935	remove 15 minutes from Reading timer
39353736363936	Latest OJ Simpson news
3231363735393337	Switch to the new call
3138383934383032	How hot should I bake cornbread in the oven
3231363033303434	play Graduation by Cardi B
3231313435353539	Can you let me know how many reminders i have for Saturday, August 15th?
39343638333730	Set my alarm for 7 am tomorrow.
39343937303534	Is it foggy outside this morning?
3232323630383139	set an alarm for 1 weekends
39353732383333	What's the latest article on Yahoo News?
3231323835393638	Message Amy that the sale at Marshall's is July 10 through 15
39353332333039	Any news stories about the march that happened downtown?
3231313437363134	Can you remind me to get cereal today?
39343733383735	make a timer for 60 minutes
3231333535323337	try calling Angelica
3232323232313230	Change my status to can't go for the fourth event
39353031383730	That song is my favorite please replay
39353035303233	set timer for 2 hours from now
39353737303237	Should I bring a raincoat today?
3232323230313733	find me 21 Savage
3232353832353938	can you send my parents message
3232353138303130	Can we do an call with the staff group on Hangouts
3231333934303337	Text Levi back and tell him I'm running late because of traffic
3232353138353438	Begin video call Byron Jacobs, Alexia Bates, and Tommy Salazar
3231373236363533	Can you call my mom with WhatsApp
3231313434343934	Remind to put the meatloaf in the oven by 5:00.
3132383135353139	how long is it going to rain today
3139393930313038	Whats going on in Pensacola Saturday Night
3231353438353232	Change voice call to video call with Oskar
39353736363831	Replay last album played in Spotify.
39343630363537	how long does bacon sit on the stove to cook
3231333933313839	Turn off the reminder I have set to go see Grandma
3231323235313130	Remind me that I need to be loved
39353437393238	Play popular kids music
3232323732303135	play google play music 80s station
3231323431363136	Remind me to pick up tickets to my concert tonight at 5pm
39353533333231	Set 2 minute timer
3231313531353438	Remind Albert to call the plumber tonight.
39353435313735	nfl recent news
3139393835353836	Live music events next weekend
3135323930373135	Add 5 minutes
3231333430343231	Can you add Nikki to this call
3232323831373838	play jay z
3139393836343239	What parties are going down Saturday
3231373438333934	call Lizbeth Hatfield
3231323338353038	Do I have a reminder set for the doctor for tomorrow
3136343339323031	what is the details of the lindsey logan trial
3231343630393338	Show me Lenk moms in law birthdays
3231353438313430	End current video-call
3139393837353935	Things to do in Denver
39353238303435	set an alarm for 7 am every day
3135323938383232	Please set a timer for 35 minutes
39343731343137	please set alarm for noon
3232353735333332	send a video message via Messenger
3132353638383934	Adele radio on Spotify
3139393839373638	theater events in jersey city this week
3232323831303039	Play some Glen Campbell.
3231363334313339	Give me a take your medicine alarm at 2am tomorrow.
3231313639383836	Is there anyone of my friends that has a birthday today?
3231333637383938	Read messages from a different status.
3231363335383434	Please set an alarm for tomorrow morning
3231323737323438	Ask if Rebecca is ok
3231353036353631	call Blanche Dundon 's grandpa
3231343631323534	Who that Yulanda know was born on May 11th?
3139393836313236	Stuff to do in Atlanta tomorrow
3231363030313938	Create a wakeup alarm.
39343534353231	could you look up a moist cake recipe
39353133333237	I want to set the alarm for 9 a.m. tomorrow.
39343533313438	How long do I cook a turkey
3231353539353633	Do I need thermal underwear today?
39353732383439	Add an hour to my time
3231323335353137	remind me to take kids school shopping
3231353539363133	how's the weather outside?
39353230373030	Will it be warmer next week?
3231313433303336	Remind me to ask sister when Dom's Birthday is tonight.
3138393734383434	how many friends does mark have
3132353938393635	Set a couple more alarms for today
3231313535333434	Remind me to pick up groceries tonight after yoga.
3138303931383231	How much sodium is in a can of green beans
3231323238313934	Get rid of all of my 30 minute reminders for car pick up next week
3231353334353330	play Luke Bryan on iheartradio
3231323837363830	Message carol and ask her where exactly i should meet her for coffee in three days
39353736353531	how much snow today?
3132363234343932	How big is a serving?
39353435363939	what does tomorrow's weather look like
39353435343939	open Pandora and play my station
3231363030383235	Set daily alarm to wakeup at 8am
3132353832393235	is it going to rain today
3231363331303336	All alarms will need to be deleted.
3231323932373832	Message Chrissy to let her know we will not be able to attend her anniversary party on the 20th, send our regrets.
3138393931343331	When did Li start working for Apple?
39353436323434	play the next song from the current album.
3139383039323139	Get me Troy's tumblr name
3231373234313139	let's start recording a video message for Mary
3231323430383536	Remind me to stop for bread on the way home.
3132363133323033	turn on shuffle
3132353930383631	Who is currently winning the election
39343830313932	What artist is playing now?
3231323339333739	remind me to get chlorine tablets for the pool tomorrow morning at 8:00 am
3139393836353734	Any parades this evening
3232313731333736	Please record video message for daughter.
3231333130393132	Please call grandfathers
39353636313837	What's up with the weather?
39353536323532	Who is the artist of this track?
3231373538303130	call Victoria four
3231353336383436	set the call from audio call to video call
3133323735333433	What's the best temperature to cook turkey
3231313437363131	can you remind me to pick up James after work today
3133323738323131	How many calories are in the pound cake slices
3132353534393438	How many teaspoons of salt are in the Meat loaf recipe
3231333532353932	Anybody online? Who?
39353737333737	what are current news top headlines
3138393835323233	What state does Caicy live in
3232323232313332	RSVP maybe to Primate Discovery Day
3231343630373838	Tell me Wonderling grand children birthdays
3231353436373035	Abort this call
3231323237353439	can you delete the reminder to call my brother today
3133323737323139	At what temperature should I bake pork chops
3135393637313536	Give me some news about NASA
39353732303831	what is the breaking news on ABC?
3137353932393936	Is it ok if there is a little pink in the pork
3231323736343730	Message Samantha asking if he has my book.
39343837333030	set alarm for nap time
3231323235303834	update the reminder for my Mom's birthday party
3231353533313535	Set 3 alarms, 5 minutes apart starting at 7am tomorrow.
3231333534343239	video call ava ira
3231313434383338	Will you please delete the reminder for dinner Thursday?
3231333531383132	any of my brothers online now?
3231363032303538	I need the alarm set for 2pm
3231313436383736	Can you alert me 10 minutes before I'm supposed to leave the house Monday morning?
39353233363135	Jump to the middle of the current song
3138393735383235	do I have any common friends with Scott?
39353138393131	How much time is left on my last timer set?
3231323433333039	Any news from Google News
3133343130313135	What is the recipe for Pico de Gallo
3138393738363432	does John live in Chicago?
39343532383030	quick sandwich bread recipe
39353530353632	any more news about the president
3133343439353236	is lasagna vegan
3231363031383435	Set alarm to go off precisely at 2:01 pm
39353332333539	Read the details on the Russia investigation
3138393830343234	are any of my friends in Chicago?
39353530323932	change alarm to 4 am
39343532323638	Please tell me the amount of sodium in one serving of fettucine chicken alfredo
39343930363838	Alarm for 5 minutes.
3138393932343136	How long has Sarah been working for Allstate?
3132353635393639	How many minutes have I been running
3231353437303931	Did I miss any video calls?
3231323333323331	Send a reminder about our meeting to Joel.
3136343034363232	What's the news on the stock market
3232353833323736	i would like to message that video to Phil Bradley, Ned, and Gavin
3135333031383035	Set a time for an hour
3232323739323534	Play some Florida Georgia Line
3231363030353435	I need a wake up alarm tomorrow
3231363332373931	Modify alarm name to bake cake
3139393832323831	Any events going on in downtown hardy
3231333534303238	tell me who is online that I know
39343938333030	Please stop the timer.
3231313436383136	Can you remind me when I need to pay my bills?
3232323731363839	use google play music as my music provider
39353638343439	Is it going to be cold this week?
3231323736343238	Please message Missy and tell her I had a wonderful time at the beach.
3133303534333931	How many calories does vanilla ice cream have
3231323238383030	find reminder to take car for maintenance
39343536333534	What's in a maki roll
3231323335363136	Remind me to buy soy milk
3231313438333139	Delete the reminder for Ryan's drill on Saturday, August 4th and Sunday August 5th.
3231323836383538	tell john jacob that i don't want to meet anywhere but quail springs mall
3231323334393033	Delete the reminder about the date with Ashley on Saturday night.
3231333439353734	Close call
3135323937343336	Give me this morning's news headlines
39343639313436	Set two alarms for tomorrow morning
39343537373837	How do you make applesauce
3135323839343130	Recent news about the arts
3231353437313031	When did Sana last call me?
3132353832383434	did it storm in houston yesterday
3231323336373834	display all reminders for tomorrow
3231373034333834	when will the dawn be
3132363337323138	How many calories in spaghetti?
3134313539353538	How warm is it for Dehli tomorrow in degree Celcius
39343534333432	How do you cook an apple pie
3137353437353136	how many calorie of an ounce of banana
3231343631363333	Put Velda grandads upcoming birthdays on the screen
3231323337363532	remind me to get milk
3139393835343536	Events in Rowlett
3231363038363733	give me a new alarm for 18h55
39343832383736	Set a new timer for an hour.
3132363332363333	How do you know when shrimp is fully cooked?
39353737383138	today's headlines
3231323335333538	remind me that i need to stop for gas
39353738373531	Global news please.
3231353233363836	Start playing Nicki Minaj's latest album
3137353932393634	how many carbs are in yogurt
39353236313538	Set a time for 30 seconds.
3231313435383639	remind me to pack shoes, sunglasses and hat next week
3231373034353837	when Is the dusk sunday
3139393837373737	Events going on in New York this week
3232333730393433	Let the walking timer recommence.
3138393934303234	Who is Phyllis?
3231363039383435	Add in Margareta Hufty
3231353232323530	play LoVE me NOw the album
39353433303438	set an alarm for 5 am on Thursday and Friday
3133343634323238	I need a recipe for oatmeal cookies
39343939363739	Play me pop music now
39353637353338	play soft rock
3231353535323635	Creat alarm for 9pm
39343539333333	whats the calorie range for cheese pizza
3231333130303737	i need to talk to my sisters please call him right now
3231353538323537	2pm weather please
3231333530363332	Put my device on available
39353133303539	let's hear some frank sinatra
39353335333330	Read me today's headlines.
3231363037363530	bring up when i made my last call to daniel
3231313534343731	I don't want to miss the mail; can you remind me to track my package at 1pm tomorrow?
39353430393837	what will the temperature be overnight
3231333039343339	Is my children online
3232353138303631	I want to call the dads please
3231353533343631	Make alarms for later today at 11 and 11.05pm.
3138393934363831	Who is Jackie's friend Sam?
3232353832373537	text Debbie and Sarah that sounds good
3231323430363039	Set a reminder for Tod party
3138393737363732	who's on facebook now
3231353536313536	How's the weather looking in Florida?
3132353534313738	How much sugar is used with a pack of kool-aid
3135323934353739	Can you please add 30 seconds to the current timer
3132363233323838	Does fettuccine alfredo have heavy cream in it?
3231353036353038	call Floria Valiente 's father
3138393738323336	Is Freddy Smith still living in Minnesota ?
3139393739353336	music events in Hemet
3138393831323538	Do I know anyone who went to UB?
3135323932393330	What are the news headlines for Elizabethtown
3231373530343737	can you tell me when An Evening with Debra Messing starts
3231353438383438	Create an alarm for tonight.
3231363337343437	Snooze my alarm please
3231323238383634	Update my reminder to cook Chicken BIriyani and raita for Mona's birthday party, instead of Chappatis and Chicken Kurma.
3231363339343139	Could you please find what the weather is for South Australia?
3138393832323739	Do any of my friends go to ECU?
39353433343039	Set an alarm for 9 PM to finish my project.
39353730323130	national news headlines
39343839353438	Show me recent baseball news
3136303030333039	sports news today
39343730313732	Play FM near me
3231333532323433	please finish call
39353830333230	snooze alarm for 8 min
39353639343632	Show me the Tech news of the day
39343532343737	What temperature is beef cooked at in general
3231323738353537	Message Marcell to ask him if the chainsaw has been fixed
3138393738313438	Do I know anyone in Hawaii?
39353330353533	Is the weather good for hiking today?
3132353534303938	What do I set the oven too bake this pizza
3138393932303939	Does Liz work for Verizon
3231333430303131	I would like to send Joey a call invite
3231333435383030	End the current call
39343932363138	Set alarm for 4:00 AM Monday.
39353138343131	Jeff Sessions news
3132363132393033	Play some old jazz
3231363734343334	Did I receive any calls that I missed today?
3231323339353836	Remind me to pick up my packages on Tuesday
39353438313836	What is the forecast next week in Arizona?
39343632373734	what are tritip recipes please
39353433373938	What is the weather in Chapel Hill at 5 am?
3135323934383734	Tell me any headlines related to the death of chester bennington
3231373233363130	message a video message to Ada
3231333532333735	I am unreachable
39353031373234	What is the weather like in Kingston
3132353839393235	Go back to song number one on the track
3231323830363831	Tell Tim that dinner will be ready in 45 minutes.
39353735393831	any new local news?
3138393835343233	What city does Mark live in?
3231323334343633	Make a reminder to refresh my computer tomorrow night.
3231363431343133	What is the current temperature in Fahrenheit?
3231333439343930	make a list showing those available
39353433323233	what is remaining of my timer?
39353732313939	Read news about Russia interfering with US election
3231353531333332	Set a 'time for bed' alarm for this evening at 8 o'clock
39353637383339	Is there a chance for snow today?
39343539313839	japanese sushi recipes
39353831323133	foxnews articles on the election
3232313536353936	call Tatum Floyd WhatsApp
3132353732383833	can i listen to the first song again
3231333039393338	Call papa and father now.
39343535343833	how many calories does lobster have
3138383932313331	How do I make beer bratwurst
3231363031383532	Create an alarm for 3 in the afternoon
3135323935353534	Set an alarm for 30 Minutes from now
39353435373339	reset all alarms
3139393837343332	Things to do in miami this week
3138393932363532	When did Maryanne start working for the school
39343539393731	Can you find the best chocolate chip cookie recipe
3231353334343639	play Jumpman on iHeartRadio
3231323430373538	Remind to get milk tonight
39343630323737	What type of chocolate do I use to make chocolate chip cookies
39353332353938	Pause timer so that I can take a break.
3133323735353533	How many minutes should I cook the pasta to make it still al dente
3231363339383439	Whats the weather forecast in Tokyo for this weekend?
3232323930323133	fix my puzzle timer
3231373530323335	When does this event start?
3138393932333531	How long has Anthony worked at Apple
3231313535323932	Can you set a reminder to look at flights at 5:30 AM Tuesday?
3231353439313536	please delete any set alarm times
39353037363237	give me an update on this weeks news
3232343531393131	use WeChat as my calling provider
3231333433363037	List the people that are available please
3231323337373734	Show me my reminder's for next week.
3231333431303937	Call Jessica
3231323837373434	Send message to my employees that the office will close an hour early due to daylight savings
3231363336343033	Could you set the alarm for 3pm, please.
3231353437393534	Make this a video call with Mum.
3231333131333137	invite child to this call
3231323238393235	Add a grocery reminder to tomorrow’s list
3231373033393538	let's hear the weather for russia
3231323331303231	Change my reminder to pick James up after baseball practice to Saturday at 11am
3138393738333432	Anyone from Oregon?
39353634383133	How long will the tornado warning last in Oklahoma
3231313435333332	Remind me to file all paperwork this Sunday.
3132363232353834	is idaho getting more than average rain
3138393932343035	When did Martha stop working for Walgreens
3231313534313733	Remind me that I have a dentist appointment on Tuesday the 7th.
3135323932303434	set alarm every five minute between 6 and 630
3232313731333732	i want you to record a video message for my grandma jess
3139393837353337	Movies coming out this weekend in South Dakota
3138393830393132	Anyone I know who graduated from UCF in Orlando?
3231323830363935	Send a message to Aunt Pat asking if she wants to meet up.
3139343333363134	Where was Chris Rock born?
3231363736313930	see if bob is around to dial in
3231323238383137	What reminders are set in September after the 15th?
3139393737333939	Any good live music tonight
